Day,StateID,Tag,Speech,Response-Transition,Recovery
2,greeting,2_g,Thanks for coming back!  Today is day two with our superhero Zip. Let’s  see how he will lead us to a new adventure!,na-0,recovery
2,0,2_0,"If you are ready, say I am ready to start day two and press the button.",na-1,recovery
2,1,2_1,"Great, welcome back to Superhero Skill! Yesterday, we learned about self-talk and why positive self-talk is so important. Before we begin today’s story, let’s see what you remember! 
[Q Sound Effect] “What were the four letters that Zip taught Lily, and what do they stand for?” Press the button after you have finished sharing to continue. ",na-2,recovery
2,2,2_2,"Great! H-T-F-D for happens, think, feel, do. No matter what happens to you, you can use self-talk to decide what you think about the situation, which will affect how you feel and what you decide to do.
Today, we are going to hear a story about a young Wizard named Lucy. Let’s follow along as she learns to make new potions and see how Zip helps her, too!
[Q effect sound] Before we start our new journey with Lucy, can you tell me about a time when you asked for help?” Press the button after you have finished sharing to continue. 

",na-3,recovery
2,3,2_3,"“Thanks for sharing! Now, let’s move on to hear how superhero helped the Wizard Acanemy student Lucy”

“Every year at the Wizarding Prepatory Academy, there was a potion-making exam that the junior Wizards must take to be able to move onto the next level of potion master training. Every junior Wizard must be able to create a potion that turns a frog into a bouquet of beautiful flowers. But Lucy, a junior Wizard at the academy, was struggling to master potion-making. She had been practicing for weeks; she had read every potion book she could find and followed the directions perfectly. But every time she combined the ingredients in her cauldron, cast the spell from her spellbook, and tested the potion on a frog, she turned the frog into something horrible like a stinky fish, a fat worm, or ugly rat! ”

[Q effect sound] [Stroryline Q] If you were Lucy, what would you do to try and master your potion skills? Discuss with each other. Press the button after you have finished discussion to continue the story. ",na-4,recovery
2,4,2_4,"“Good thinking. Let’s see if that’s what Lucy does!” 
“A few days before the exam, Lucy was practicing her potion skills. After hours of practice with no success, she concentrated as hard as she could, carefully measured her ingredients, and turned the frog into… a bar of ice cream! She felt tears of frustration welling up in her eyes. She told herself, ‘This is hopeless, I just have to accept that I am terrible at making potions. I will never get this right and should just give up!’ Just as she was about to go back to her dormitory and cry, she heard a loud “Whoosh” and suddenly, a mini superhero Zip was standing on her right shoulder!”

Zip said, “Hey Lucy, what do you feel right now?” Lucy replied, “Whoa, who are you?” Lucy exclaimed. “I don’t know how you knew to ask, but I feel SO frustrated. I have tried to make this potion work so many times, and I just can’t. I am starting to wonder if I am good enough to be a wizard at all.” Zip explained that self-talk could help Lucy decide what to think about the things that happen to her, that those thoughts would influence her feelings, and that how she feels will help guide her in deciding what to do. 

Zip continued, “So let’s start with ‘H,’ tell me about what happened.”
“Well,” said Lucy, “I have tried and tried and tried to get this potion right, but every time I say the magic words–poof–my frog turns into just about anything other than a bouquet of flowers. Right now it’s an ice cream bar!”
“I see,” said Zip. “And that’s why you’re feeling so frustrated? And even starting to think some unproductive things–like thinking that you should give up and will never be a wizard?”
Lucy hung her head and nodded glumly.
“Ok,” said Zip, “here’s some magic I want you to try. Together, let’s think of some things you can say to yourself that are supportive and compassionate. Here’s one: ‘I’m proud of myself for trying so hard.’”
Lucy thought to herself for a moment and then said, “I guess… I’m happy because I can eat an ice cream bar?”

Zip laughed and said, “Well, that’s probably true, but let’s see if you can think of something more supportive than that. What can you tell yourself that can help you feel ready to move forward and help you know what to do next?”
Lucy thought some more, then said “Ok, how about this one: ‘It’s great that I’m trying hard and it’s ok not to succeed at first. Lots of new wizards even need help from a teacher when they’re first starting out.”
“Wow!” said Zip, “That is some seriously magical self-talk! And it sounds like you’re already starting to think about what to do next. Here’s an idea: what do you think about asking someone for help?”
[Q effect sound] [SEL Question]: “What do you think about Zip’s idea? Press the button after you have finished sharing to continue. ",na-5,recovery
2,5,2_5,"“Thanksfor sharing, let’s see what Lucy thinks.”

Lucy told Zip that she was embarrassed to ask for help. She worried the professors or her friends would think she was not smart if she couldn’t learn it all on her own.

Zip nodded with understanding. “He said, “sometimes negative thoughts and feelings like that can crowd out the helpful ones. It’s easy to say things to yourself like, ‘I can’t do this. I am not smart enough. People will laugh at me if I ask for their help.’ But those negative thoughts will change how you feel and what you do. And when that voice in your head is telling you unsupportive things, challenges that are already tough become even harder! 

Instead, try talking to yourself with all of the compassion and support you can muster. What can you say that will help you feel prepared to keep going? Now, what was that you said earlier about a lot of new wizards needing to ask for help?” Zip winked at Lucy and said, “I think you were just about to say that asking for help not a sign of failure or a weakness, it takes a lot of courage and is an important part of life.”

Lucy kept practicing her self-talk and by the next day, she had worked up the courage to ask  her potions professor, Danielle, for help. Her professor watched her try out the spell and pointed out three key mistakes along the way. Once Lucy knew what to focus on, her hard work started to pay off. She still needed practice, but after accidentally making herself a few frustrating–but delicious–ice cream bars, Lucy finally created a beautiful bouquet of flowers!

[Q effect sound] [SEL Question]: How do you think Lucy felt after her professor helped her? Press the button after you have finished sharing to continue. ",na-6,recovery
2,6,2_6,"“Good guess. After finally passing her potion exam, Lucy felt glad she had asked for help and proud of accomplishing something new that had been difficult for her. But the thing Lucy felt most proud of was talking herself into trying again and asking for help. Supportive self-talk gave her the boost she needed to feel better, even when things weren’t going well, and think of something productive to try next.”

We have finished today’s story. I have some questions for you to reflect and discuss with your siblings. First question,
[Q effect sound] [SEL Question]: “Now we’ve heard Lily tell herself to be patient with her sister, Monica tell herself to take the hard step of apologizing after making a mistake, and Lucy telling herself that she should keep trying, even when the task at hand seemed impossible. Think of a time when you needed help.  How did you feel after you asked for help? Press the button after you have finished sharing to continue. ",na-7,recovery
2,7,2_7,"“Hopefully you had a good discussion about the times you have asked for help. Sometimes, you will come across problems you cannot solve on your own, so asking for help is a really important skill to have. It is nothing to be embarrassed about. By reaching out to someone you trust for help, you can learn to speak up for yourself. Make sure to thank them for helping you afterward!”

“Thanks for listening to today’s story and learning a new skill of asking for help. Like yesterday, we will have a take home question that I will ask one of you to answer before tomorrow’s story! The question is: “What are some reasons why people should not be afraid to ask for help?”
“Remember to come back tomorrow by login your username and I will tell you another story of our superhero Zip.  Come back tomorrow to learn more about what happened to our Superhero Zip!  You can close the window now. See you tomorrow!",,recovery
2,finish,2_f,Thanks for attending today’s story and learning self-talk skill. Come back tomorrow to learn more about what happened to our Superhero Zip!  You can close the window now. See you tomorrow!,na-finish,recovery
3,greeting,3_g,Thanks for coming back!  Today is day Three with our superhero Zip. Let’s see what kind of adventure he has in store for us today!,na-0,recovery
3,0,3_0,"If you are ready, say I am ready to start day three and press the button.",na-1,recovery
3,1,3_1,"Great! As you may remember, yesterday,our great superhero Zip encouraged Lucy, a young wizard, to use self-talk when she was struggling to master a challenging potion-making task and about to give up. After talking to herself in a supportive way, Lucy started to feel less hopeless and came up with the good idea of asking for help.
Can one of you share your answer to the take-home question from yesterday? The question was [Q Sound Effect] “What are some reasons why people should not be afraid to ask for help? Press the button after you have finished sharing to continue. ",na-2,recovery
3,2,3_2," Those are great thoughts; thanks for sharing. Today we are going to continue the story of our superhero Zip. We’ll see if he can help two siblings use self-talk to calm when their emotions are running high.
Before we start our new journey, [Q Sound Effect] can you tell me about a time you felt frustrated or angry with a friend or family member? After you have finished sharing, remember to press the button to continue. ",na-3,recovery
3,3,3_3," Thanks for sharing. Sometimes it can be hard to tackle these negative feelings.

If you have ever been frustrated or angry with a friend or family member, trust me, you’re not the only one. In fact, no matter how frustrated you get, it’s probably nothing compared to Nina and Noah. Nina and her younger brother Noah have a special ability that runs in their family: whenever they become angry, they turn into goblins! Would you like having a grumpy goblin for a sibling? Let me tell you, it’s no picnic. Do you think Zip can help these two? Let’s find out.   

One day, Noah went into Nina’s room and saw her special quill pen sitting on her writing desk. Nina had worked hard for months to save up enough money to buy the pen–and for good reason. It was made of the finest ostrich plumes and the most delicate unicorn hair, and when someone picked it up to write or draw, it would float in their hand, moving with their thoughts even without touching their fingertips. When the tip of the quill touched paper, a trail of sparkling ink flowed behind it, changing to any color the writer imagined. Noah pictured himself drawing epic battle scenes with the special quill. In his mind, he could see the intricate details that the quill would create, transforming into the masterful artist he had always wanted to be. All his friends, like Xander and Luke, would be so impressed.

Nina was sitting on her bed reading a book. “Why is Noah in here again?” she wondered to herself. “Doesn’t he have anything better to do than noisily wander around my room?? How is a person supposed to enjoy their book with all this commotion!” Grumpily, she turned back to her book and tried to ignore him.

Oblivious to Nina’s irritation, Noah picked up the pen with flourish, sweeping his arm up into the air to watch a sparkly, magical trail follow behind the pen. “WHOOSH!” he shouted, “I am the art master!!”

Nina whipped her head up from her book and her mouth dropped open as in horror she watched Noah wildly dancing around with her most prized possession. Seeing her beautiful quill in making ink-streaks in the air in someone else’s hand, something inside Nina snapped. She had worked so hard to save up for the quill and didn’t want anyone using it, let alone her pesky and irresponsible brother. He didn’t even ask for her permission! “NOAH STOP COMING INTO MY ROOM! YOU ALREADY HAVE YOUR OWN QUILLS TO DRAW WITH,” she screamed.

Noah snapped out of his euphoric dance and turned to look at Nina. Why was she screaming at him? He hadn’t done anything except admired her beautiful quill! She hadn’t even asked him not to use it. Why didn’t she ever share?? He felt himself bubbling over with anger–the transformation was beginning. All at once, both Noah and Nina began to twist and turn–they were turning into goblins!

[Q Effect Sound]Why did Nina and Noah turn into goblins, and if you were Nina or Noah, what would you have done differently? After you have finished sharing, press the button to continue. ",na-4,recovery
3,4,3_4,"Great, thanks for sharing! Let’s see if Nina and Noah have the same ideas.
 
Zip noticed the commotion, and swooped in. “I must defeat these goblins before they kidnap Nina and Noah!” he thought. But as he rushed in through the window, he noticed Nina and Noah were nowhere to be seen; they had already turned into goblins!. Zip peered carefully at the shrieking creatures before him. “Could it really be?” he thought. “Yes..that goblin has Nina’s exact hairline. And even though they are now a strange shade of green, those ears are the exact shape of Noah’s ears. Also, the creature has the exact same scar on its cheek as Noah” Zip sighed. He was going to have to defeat two goblins–but not in the ordinary.

“Alright,” he said, “what is going on here? I can already tell we’re going to need some self-talk. Let’s start with ‘H,’” he continued. “Tell me about what happened.”

The Nina goblin shrieked, “Noah took my beautiful quill! He didn’t even ask and he wasn’t being careful with it at ALL! Plus it’s not his! He shouldn’t be touching it!” 

Noah snapped back, “I wanted to use her quill because it’s amazing and magical! How was I supposed to know she would blow a gasket? She never even told me not to touch it. Plus, she should share! I always share everything with her! I picked it up for two seconds and she just started screaming!”

“Ok, I think I’ve got the picture” Zip said. “So, I think you’ve covered ‘T’ and told me a little bit about what you think about all this. Nina, it sounds like you think Noah shouldn’t be touching your things, and Noah, it sounds like you think Nina should be willing to share and to talk about it when she doesn’t want to share. Does that sound right? How are your thoughts making you feel?” 

“Yeah, that IS what I think, and it’s making me feel SO ANGRY!” said Noah. “And now I look ridiculous with this goblin face, and it’s all her fault!” 

“YOU’RE angry?!” shouted Nina in retort. “Zip just told you what I think: you shouldn’t be touching my stuff! I’m the one who should be angry!”

“Ok,” Zip said, “I think we’ve covered H, T, and F, and I think we are almost ready for some supportive self-talk. But first, let’s try taking three deep breaths together.”

[Q Effect Sound] Let’s take three deep breaths together with Nina and Noah. 

“One breath[breath sound effect], two breath[breath sound effect], three breath[breath sound effect]”

“Great job” said Zip. “Alright, now let’s see if there’s anything supportive you can say to yourself to help you be your very best self. Remember: what you think affects how you feel and what you do, so what do you want to say to yourself? How do you want to think about what happened?” 

Nina sighed. “Well, I can tell myself that Noah should respect my stuff–because I really do think he should. But I can also tell myself that I want to be someone who understands other people’s points of view, and I want to listen and try to understand why he was using my things. I want to tell him to respect me, but I also want to be empathetic and understand how he’s feeling.”

“WOW,” said Zip. “That was amazing! I think that’s a great thing to tell yourself. And I can tell you’re already starting to feel calmer and more at peace.”

“What? How can you tell???” asked Nina, amazed at Zip’s perceptiveness. “Um,” Noah giggled, “maybe because your goblin wrinkles are fading away and you’re starting to look like an actual human?”

“Oh,” said Nina. “Right. That. Well, you’re starting to look a little bit like a human, too!” 

“Yeah,” said Noah. “I really liked what you said to yourself. It made me want to talk to myself in a supportive way, too, and that is already helping me feel better.”

Zip asked, “What did you decide to say to yourself, Noah?” 

[Q Effect Sound] Now it’s your turn to be creative. How would Noah use self-talk to help him? After you have finished sharing, press the button to continue. ",na-5,recovery
3,5,3_5," Good thinking, let’s see how Noah decided to say to himself. 

Noah replied, “Well, I was surprised to hear Nina say she didn’t feel respected. I told myself that I want to be a great artist, but I also want to show the people around me that I respect them and that I respect their belongings.”

“Nice going,” said Zip. “I can tell you’re using those magic letters, H, T, F, and D. So what are you going to do next?”

Noah took a deep breath, turned to Nina and said, “Nina, I’ve been thinking a lot, and I don’t want to be someone who doesn’t respect other people. I know you worked hard to earn that amazing quill, and I want you to know I think that’s awesome. But I also want to become a great artist, so I’m going to try to save up to buy a magic quill, too. While I’m working on that, do you think I can borrow yours sometime, if I ask you first and am really careful with it?”

Nina giggled as she watched Noah’s nose twist back into its normal shape. “Aw, Noah, that’s so sweet. How can I stay mad at you? I want to take good care of my special quill, but I also want to be someone who shares with other people. You can totally borrow it, and I’ll even help you learn how to draw a battle scene that will knock Xander’s socks off.” 

Zip grinned at both of them, “Well, I think you’ve got plenty of your own magic to work with. And it’s nice to see you both look like children again! One last thing before I zip out of here… I want you to think about one thing you want to tell yourself tomorrow. 
The question is: what is something that you want to say to yourself when you wake up and look in the mirror?” 
After he said this, he flew out the window and was gone.

We have finished today’s story. I have some questions for you to reflect and discuss with your siblings. First question,

[Q Effect Sound] It’s not always easy to handle angry emotions. Why do you think it may be hard to talk about your feelings with other people when you feel frustrated? After you have finished sharing, press the button to continue.",na-6,recovery
3,6,3_6,"Thanks for sharing. Everyone gets angry at times, but if you treat that anger with kindness and patience, it can help calm down a frustrating situation. By using self-talk to first noice your own feelings and then communicate your feelings to others in a helpful way, you can learn to manage difficult situations and strengthen your friendships with other people. 

Before we end, I want to ask you one more thing. Nina and Noah came up with self-talk to try out the next morning. Now it’s your turn. What is something you want to tell yourself the next time you’re feeling angry or frustrated? Think about this question today, and you can share your thoughts during tomorrow's story time.

Thanks for listening to today’s story and learning a new skill – managing strong emotions using supportive self-talk. Remember to come back tomorrow to learn more about what happened to our Superhero Zip! See you tomorrow!  You can close the window now. See you tomorrow!",,recovery
3,finish,3_f,Thanks for attending today’s story and learning self-talk skill. Come back tomorrow to learn more about what happened to our Superhero Zip! See you tomorrow! ,na-finish,recovery
